0.000000000000000000e+00 9.999999999965598629e-01 3.440029283731925967e-12
1.000000000000000000e+00 1.441362288386903817e-07 9.999998558637711588e-01
2.000000000000000000e+00 2.858428018199468122e-15 9.999999999999971134e-01
3.000000000000000000e+00 9.999999999997311040e-01 2.689844044831742204e-13
4.000000000000000000e+00 9.999999862185537935e-01 1.378144618419652522e-08
5.000000000000000000e+00 1.114261690985396854e-05 9.999888573830901795e-01
6.000000000000000000e+00 1.316135941643635022e-13 9.999999999998683275e-01
7.000000000000000000e+00 1.386669417700047370e-14 9.999999999999862332e-01
8.000000000000000000e+00 1.684919586274501043e-12 9.999999999983151255e-01
9.000000000000000000e+00 9.999999998712576499e-01 1.287423162439539209e-10
1.000000000000000000e+01 9.999999999999906741e-01 9.251994244002786644e-15
1.100000000000000000e+01 9.999999999999897859e-01 1.015943597898293742e-14
1.200000000000000000e+01 6.170504506710300897e-08 9.999999382949549265e-01
1.300000000000000000e+01 9.999999999920878846e-01 7.912177900388295378e-12
1.400000000000000000e+01 1.535709306310370381e-12 9.999999999984643395e-01
1.500000000000000000e+01 1.237101180098382700e-15 9.999999999999986677e-01
1.600000000000000000e+01 9.999999999999957812e-01 4.272355476255046830e-15
1.700000000000000000e+01 9.999999999988238297e-01 1.176070352555771055e-12
1.800000000000000000e+01 1.909870248256931947e-13 9.999999999998090416e-01
1.900000000000000000e+01 9.999999998173203508e-01 1.826795639294028908e-10
2.000000000000000000e+01 3.738505657380428875e-15 9.999999999999962252e-01
2.100000000000000000e+01 9.999999592421863204e-01 4.075781365946862173e-08
2.200000000000000000e+01 9.513894286674186595e-13 9.999999999990485389e-01
2.300000000000000000e+01 8.598833815153050300e-15 9.999999999999913403e-01
2.400000000000000000e+01 3.483776980617517528e-14 9.999999999999651390e-01
2.500000000000000000e+01 9.999999999994328981e-01 5.670142533749064453e-13
2.600000000000000000e+01 9.999999997064268342e-01 2.935731928127056577e-10
2.700000000000000000e+01 9.999999999901696413e-01 9.830385128718543685e-12
2.800000000000000000e+01 9.999999999997748468e-01 2.251252496508279545e-13
2.900000000000000000e+01 1.294825796078857807e-16 9.999999999999997780e-01
3.000000000000000000e+01 9.999999999684356933e-01 3.156440018133736346e-11
3.100000000000000000e+01 1.673759540416469066e-13 9.999999999998325784e-01
3.200000000000000000e+01 9.999999991519232800e-01 8.480766574134753375e-10
3.300000000000000000e+01 1.720005159823471888e-09 9.999999982799947507e-01
3.400000000000000000e+01 2.003672207493989113e-12 9.999999999979962695e-01
3.500000000000000000e+01 9.999999999999975575e-01 2.522940768980290577e-15
3.600000000000000000e+01 5.252413870852802461e-04 9.994747586129146821e-01
3.700000000000000000e+01 9.999999999891555635e-01 1.084450013312372520e-11
3.800000000000000000e+01 1.613218164672726462e-13 9.999999999998385736e-01
3.900000000000000000e+01 1.973921949985608854e-13 9.999999999998026023e-01
4.000000000000000000e+01 5.446012151474894007e-10 9.999999994553987470e-01
4.100000000000000000e+01 6.562100679623434414e-12 9.999999999934379158e-01
4.200000000000000000e+01 9.999999999941779905e-01 5.821944839872762029e-12
4.300000000000000000e+01 9.999999999981707965e-01 1.829120198994404344e-12
4.400000000000000000e+01 7.918736121112506410e-12 9.999999999920812233e-01
4.500000000000000000e+01 9.999999999995978772e-01 4.020592244948992158e-13
4.600000000000000000e+01 1.147419400116031107e-06 9.999988525805999506e-01
4.700000000000000000e+01 9.999999999999960032e-01 4.054669444741662426e-15
4.800000000000000000e+01 9.999999999938116169e-01 6.188361715502949842e-12
4.900000000000000000e+01 9.999999998335249440e-01 1.664750919006078521e-10
5.000000000000000000e+01 2.294779059202781041e-13 9.999999999997706279e-01
5.100000000000000000e+01 4.466843731775250310e-12 9.999999999955331287e-01
5.200000000000000000e+01 9.999985144953111860e-01 1.485504688780735963e-06
5.300000000000000000e+01 9.999999999987363442e-01 1.263672651496894715e-12
5.400000000000000000e+01 9.999999999732878120e-01 2.671217458370624708e-11
5.500000000000000000e+01 9.999999999999908962e-01 9.077214392572947776e-15
5.600000000000000000e+01 9.999999999941633355e-01 5.836647138518276033e-12
5.700000000000000000e+01 9.999999999999980016e-01 1.888372398661787323e-15
5.800000000000000000e+01 2.378846906058118455e-10 9.999999997621153991e-01
5.900000000000000000e+01 3.691834759523400617e-12 9.999999999963080644e-01
6.000000000000000000e+01 9.999999999999220623e-01 7.800118942805550616e-14
6.100000000000000000e+01 1.218574194492728155e-15 9.999999999999988898e-01
6.200000000000000000e+01 9.999999999941644457e-01 5.835659176320295090e-12
6.300000000000000000e+01 3.813977707967072631e-16 9.999999999999995559e-01
6.400000000000000000e+01 9.999999999999962252e-01 3.766934090486131500e-15
6.500000000000000000e+01 2.614225160770062474e-09 9.999999973857749413e-01
6.600000000000000000e+01 2.028025513380041749e-15 9.999999999999980016e-01
6.700000000000000000e+01 9.999999999998878675e-01 1.121568587400163383e-13
6.800000000000000000e+01 9.999999999992992272e-01 7.007431954242241891e-13
6.900000000000000000e+01 1.058829251066499423e-14 9.999999999999893419e-01
7.000000000000000000e+01 9.999999999999993339e-01 6.336052699124195961e-16
7.100000000000000000e+01 1.644634389950118493e-14 9.999999999999835687e-01
7.200000000000000000e+01 9.999999999992805755e-01 7.194394414821085486e-13
7.300000000000000000e+01 9.999999999997866151e-01 2.134157274251300226e-13
7.400000000000000000e+01 8.826472518433123340e-10 9.999999991173527114e-01
7.500000000000000000e+01 1.577889299234702508e-07 9.999998422110700780e-01
7.600000000000000000e+01 9.999999999999318323e-01 6.817541975799706067e-14
7.700000000000000000e+01 9.999999999997177813e-01 2.822701583023629908e-13
7.800000000000000000e+01 7.375187390976610334e-13 9.999999999992625899e-01
7.900000000000000000e+01 9.999999999998079314e-01 1.920745561804847826e-13
8.000000000000000000e+01 1.816948582225181840e-11 9.999999999818305341e-01
8.100000000000000000e+01 3.257639928542365924e-15 9.999999999999966693e-01
8.200000000000000000e+01 9.999999999999935607e-01 6.518237304212199798e-15
8.300000000000000000e+01 9.528310419901467262e-16 9.999999999999991118e-01
8.400000000000000000e+01 1.611384561950428869e-11 9.999999999838862230e-01
8.500000000000000000e+01 1.048081820525092887e-14 9.999999999999895639e-01
8.600000000000000000e+01 9.999999999992206234e-01 7.794152890469918596e-13
8.700000000000000000e+01 9.999999999995603517e-01 4.396975996913341137e-13
8.800000000000000000e+01 1.303956987141395805e-13 9.999999999998696598e-01
8.900000000000000000e+01 9.999999999939424011e-01 6.057653411087456720e-12
9.000000000000000000e+01 4.766000082354511830e-13 9.999999999995234923e-01
9.100000000000000000e+01 1.000000000000000000e+00 1.060318277864896763e-16
9.200000000000000000e+01 9.999999999986348698e-01 1.365225152250697920e-12
9.300000000000000000e+01 4.695678834525347219e-12 9.999999999953044227e-01
9.400000000000000000e+01 9.999999999995519140e-01 4.481538419936611089e-13
9.500000000000000000e+01 9.999999999565210018e-01 4.347900257539990779e-11
9.600000000000000000e+01 9.999999999997624123e-01 2.375031702288501592e-13
9.700000000000000000e+01 9.999999999997402078e-01 2.597353506087925146e-13
9.800000000000000000e+01 9.999999999999993339e-01 7.198313215103503902e-16
9.900000000000000000e+01 9.999999999999111822e-01 8.889032678105780088e-14
1.000000000000000000e+02 1.524273005288632587e-16 9.999999999999997780e-01
1.010000000000000000e+02 6.442906723026360146e-16 9.999999999999993339e-01
1.020000000000000000e+02 2.016355590261468138e-12 9.999999999979836129e-01
1.030000000000000000e+02 2.231547291917424641e-14 9.999999999999777955e-01
1.040000000000000000e+02 9.999999999999991118e-01 9.949230667683587685e-16
1.050000000000000000e+02 9.999999999996591615e-01 3.407366362810810561e-13
1.060000000000000000e+02 4.719792696117746907e-16 9.999999999999995559e-01
1.070000000000000000e+02 9.999999999903632641e-01 9.636769315748161308e-12
1.080000000000000000e+02 9.999999999999960032e-01 4.039019631671751638e-15
1.090000000000000000e+02 1.742813093819529144e-14 9.999999999999826805e-01
1.100000000000000000e+02 9.999999999820821106e-01 1.791794443541714066e-11
1.110000000000000000e+02 9.999999999971047604e-01 2.895310398399405048e-12
1.120000000000000000e+02 9.999999999997217781e-01 2.781573620411514843e-13
1.130000000000000000e+02 9.999999999994626521e-01 5.373382996360584419e-13
1.140000000000000000e+02 9.981532174195850704e-01 1.846782580414947812e-03
1.150000000000000000e+02 1.000000000000000000e+00 1.560732084388319032e-17
1.160000000000000000e+02 1.000000000000000000e+00 1.019195201985444193e-18
1.170000000000000000e+02 9.999999999999820144e-01 1.795720416452970088e-14
1.180000000000000000e+02 4.710444656582357027e-14 9.999999999999529265e-01
1.190000000000000000e+02 9.999999999966393549e-01 3.360661240436068949e-12
1.200000000000000000e+02 9.999999999997897238e-01 2.101837657286922918e-13
1.210000000000000000e+02 9.999999999997373212e-01 2.626752799056820121e-13
1.220000000000000000e+02 3.827221707714800892e-11 9.999999999617277258e-01
1.230000000000000000e+02 9.999999999870883283e-01 1.291157034322782132e-11
1.240000000000000000e+02 3.523583790373279972e-14 9.999999999999646949e-01
1.250000000000000000e+02 9.999999999979984899e-01 2.001444666853246655e-12
1.260000000000000000e+02 9.999999999998316902e-01 1.684104510821962136e-13
1.270000000000000000e+02 5.062900984258470151e-12 9.999999999949371610e-01
1.280000000000000000e+02 9.999999999992272848e-01 7.728144314287436624e-13
1.290000000000000000e+02 9.999999999988360422e-01 1.163996015572567241e-12
1.300000000000000000e+02 2.911256093533772290e-14 9.999999999999709122e-01
1.310000000000000000e+02 2.707432886310535263e-14 9.999999999999729106e-01
1.320000000000000000e+02 9.999999999972828402e-01 2.717270261221277670e-12
1.330000000000000000e+02 3.629463195969075765e-12 9.999999999963704589e-01
1.340000000000000000e+02 9.999999999993682831e-01 6.317333113008623263e-13
1.350000000000000000e+02 3.297670580230850957e-10 9.999999996702328975e-01
1.360000000000000000e+02 6.448240130693323676e-13 9.999999999993551825e-01
1.370000000000000000e+02 9.999999999997879474e-01 2.120343477680195913e-13
1.380000000000000000e+02 9.999999999999478195e-01 5.220657954606113356e-14
1.390000000000000000e+02 9.999999999999984457e-01 1.510836086329234597e-15
1.400000000000000000e+02 9.999999999996207478e-01 3.793134723449716832e-13
1.410000000000000000e+02 9.999999999999860112e-01 1.391899862015577106e-14
1.420000000000000000e+02 6.659042789433183757e-13 9.999999999993340882e-01
1.430000000000000000e+02 9.999999999997910560e-01 2.090150359159692864e-13
1.440000000000000000e+02 9.999999999994577671e-01 5.422536045581701775e-13
1.450000000000000000e+02 9.668455217953753386e-15 9.999999999999902300e-01
1.460000000000000000e+02 5.529696998372096882e-12 9.999999999944702012e-01
1.470000000000000000e+02 9.999999999998754330e-01 1.246305713181826406e-13
1.480000000000000000e+02 9.999999999965902830e-01 3.409809883366336064e-12
1.490000000000000000e+02 3.283291251519262045e-13 9.999999999996715960e-01
1.500000000000000000e+02 9.999999999979192200e-01 2.080855111526707390e-12
1.510000000000000000e+02 3.511130858875341285e-16 9.999999999999995559e-01
1.520000000000000000e+02 7.731146408631286217e-06 9.999922688535913817e-01
1.530000000000000000e+02 9.999999191449903124e-01 8.085500975529310958e-08
1.540000000000000000e+02 9.999999999999662492e-01 3.380173322332793173e-14
1.550000000000000000e+02 9.042216681246476986e-16 9.999999999999991118e-01
1.560000000000000000e+02 9.999999999575255316e-01 4.247441499225661266e-11
1.570000000000000000e+02 1.000000000000000000e+00 5.074054313896363351e-17
1.580000000000000000e+02 9.999999999896405090e-01 1.035945805958395777e-11
1.590000000000000000e+02 1.574117785413362111e-17 1.000000000000000000e+00
1.600000000000000000e+02 9.999999999957354113e-01 4.264607699463773530e-12
1.610000000000000000e+02 9.999999999999988898e-01 1.015508729361488332e-15
1.620000000000000000e+02 1.061682082958873374e-07 9.999998938317917752e-01
1.630000000000000000e+02 9.999999999989226396e-01 1.077453227639409805e-12
1.640000000000000000e+02 9.999999999965270003e-01 3.473091660743010467e-12
1.650000000000000000e+02 5.056347452186802219e-11 9.999999999494364467e-01
1.660000000000000000e+02 3.907405184145504187e-12 9.999999999960926811e-01
1.670000000000000000e+02 9.999999999990145660e-01 9.855398402166174056e-13
1.680000000000000000e+02 9.999999999997617461e-01 2.382301668495251606e-13
1.690000000000000000e+02 9.999999999594919586e-01 4.050804374967593349e-11
1.700000000000000000e+02 9.999999999644868520e-01 3.551312547190042255e-11
1.710000000000000000e+02 1.866949287679195745e-16 9.999999999999997780e-01
1.720000000000000000e+02 9.999999999943394169e-01 5.660479873715813063e-12
1.730000000000000000e+02 7.281697503242425552e-13 9.999999999992719157e-01
1.740000000000000000e+02 9.999999999993196553e-01 6.804413456488174761e-13
1.750000000000000000e+02 9.999999999999940048e-01 6.046612802941693223e-15
1.760000000000000000e+02 1.666334438124446191e-14 9.999999999999833467e-01
1.770000000000000000e+02 1.868968307768468758e-14 9.999999999999813483e-01
1.780000000000000000e+02 9.999999999999928946e-01 7.038505163713076126e-15
1.790000000000000000e+02 9.999999999999962252e-01 3.735947069349464305e-15
1.800000000000000000e+02 2.291824924818065742e-12 9.999999999977082776e-01
1.810000000000000000e+02 1.365252316728183366e-14 9.999999999999864553e-01
1.820000000000000000e+02 9.999999999999813483e-01 1.872487570273540739e-14
1.830000000000000000e+02 5.665114535986341878e-09 9.999999943348854003e-01
1.840000000000000000e+02 3.295880751298359145e-13 9.999999999996704858e-01
1.850000000000000000e+02 2.093790121650665044e-15 9.999999999999980016e-01
1.860000000000000000e+02 9.999999999996220801e-01 3.779890602426046728e-13
1.870000000000000000e+02 9.999999999990334398e-01 9.666172597964195507e-13
1.880000000000000000e+02 6.860673872097815114e-13 9.999999999993138822e-01
1.890000000000000000e+02 9.999999999991495692e-01 8.504891829075854078e-13
1.900000000000000000e+02 1.833526775678883919e-06 9.999981664732243702e-01
1.910000000000000000e+02 2.160164124324288252e-16 9.999999999999997780e-01
1.920000000000000000e+02 9.585599703314776144e-09 9.999999904144002416e-01
1.930000000000000000e+02 5.586588041245426079e-11 9.999999999441340215e-01
1.940000000000000000e+02 1.489315043306667720e-14 9.999999999999851230e-01
1.950000000000000000e+02 3.639532277481242897e-13 9.999999999996360689e-01
1.960000000000000000e+02 9.999999999999984457e-01 1.586001826013317276e-15
1.970000000000000000e+02 4.000980444230933688e-15 9.999999999999960032e-01
1.980000000000000000e+02 3.504527631926527450e-06 9.999964954723681299e-01
1.990000000000000000e+02 9.999999999998079314e-01 1.920709474777380475e-13
2.000000000000000000e+02 3.697699622640660531e-05 9.999630230037735990e-01
2.010000000000000000e+02 9.999999999351814051e-01 6.481852206242656019e-11
2.020000000000000000e+02 1.136777823149279050e-14 9.999999999999886757e-01
